#time #flux_forward #flux_backward
0.0 0.0 0.0
0.2 0.0 0.0
0.4 0.0 0.0
0.6 0.0 0.0
0.8 0.0 0.0
1.0 0.026666666666666665 0.0
1.2 0.048888888888888885 0.0
1.4000000000000001 0.07111111111111111 0.0006222222222222223
1.6 0.07111111111111111 0.00445925925925926
1.8 0.15518930041152262 0.009644444444444447
2.0 0.1823497942386831 0.011200000000000002
2.2 0.1823497942386831 0.01141388888888889
2.4 0.1823497942386831 0.018544074074074074
2.6 0.1823497942386831 0.020358888888888888
2.8000000000000003 0.2322701646090535 0.020358888888888888
3.0 0.23796810699588478 0.020358888888888888
3.2 0.2734711934156379 0.022173703703703706
3.4 0.2920929372427984 0.022173703703703706
3.6 0.3734528858024692 0.022173703703703706
3.8000000000000003 0.38901805372656617 0.022173703703703706
4.0 0.5376644889117513 0.022173703703703706
4.2 0.5376644889117513 0.022173703703703706
4.4 0.5376644889117513 0.022173703703703706
4.6000000000000005 0.5376644889117513 0.022173703703703706
4.8 0.5376644889117513 0.022173703703703706
5.0 0.5376644889117513 0.022173703703703706
5.2 0.5437270017718336 0.022173703703703706
5.4 0.5437270017718336 0.022173703703703706
5.6000000000000005 0.5437270017718336 0.022173703703703706
5.8 0.5531396993884318 0.022173703703703706
6.0 0.5741040985590359 0.022173703703703706
6.2 0.5931095463407511 0.022173703703703706
6.4 0.6318729490645484 0.022173703703703706
6.6000000000000005 0.6887050770049691 0.022173703703703706
6.8 0.6887050770049691 0.022173703703703706
7.0 0.6887050770049691 0.022173703703703706
7.2 0.7156797243999049 0.022173703703703706
7.4 0.7156797243999049 0.022173703703703706
7.6000000000000005 0.7156797243999049 0.022173703703703706
7.8 0.7180481867541897 0.022173703703703706
8.0 0.7180481867541897 0.022173703703703706
8.2 0.7180481867541897 0.022173703703703706
8.4 0.7198633112987358 0.022173703703703706
8.6 0.7227660224850195 0.022173703703703706
8.8 0.7227660224850195 0.022173703703703706
9.0 0.7238550972117472 0.022173703703703706
9.200000000000001 0.7238550972117472 0.022173703703703706
9.4 0.7238550972117472 0.022173703703703706
9.6 0.7238550972117472 0.022173703703703706
9.8 0.7238550972117472 0.022173703703703706
10.0 0.7257411194163993 0.022173703703703706
10.200000000000001 0.7257411194163993 0.022173703703703706
10.4 0.7268355855370034 0.022173703703703706
10.6 0.7268355855370034 0.022173703703703706
10.8 0.7280523866461772 0.022173703703703706
11.0 0.7280523866461772 0.022173703703703706
11.200000000000001 0.7313226902890232 0.022173703703703706
11.4 0.7334111320096943 0.022173703703703706
11.6 0.7371007400075216 0.022173703703703706
11.8 0.7371007400075216 0.022173703703703706
12.0 0.7371007400075216 0.022173703703703706
12.200000000000001 0.7371007400075216 0.022173703703703706
12.4 0.7371007400075216 0.022173703703703706
12.6 0.7371007400075216 0.022173703703703706
12.8 0.7371007400075216 0.022173703703703706
13.0 0.7371007400075216 0.022173703703703706
13.200000000000001 0.7371007400075216 0.022173703703703706
13.4 0.7371007400075216 0.022173703703703706
13.6 0.7371007400075216 0.022173703703703706
13.8 0.7371007400075216 0.022173703703703706
14.0 0.7371007400075216 0.022173703703703706
14.200000000000001 0.7371007400075216 0.022173703703703706
14.4 0.7371007400075216 0.022173703703703706
14.6 0.7371007400075216 0.022173703703703706
14.8 0.7371007400075216 0.022173703703703706
15.0 0.7371007400075216 0.022173703703703706
15.200000000000001 0.7371007400075216 0.022173703703703706
15.4 0.7371007400075216 0.022173703703703706
15.6 0.7371007400075216 0.022173703703703706
15.8 0.7393177665193319 0.022173703703703706
16.0 0.742644964716743 0.022173703703703706
16.2 0.7439936213533278 0.022173703703703706
16.4 0.7439936213533278 0.022173703703703706
16.6 0.7439936213533278 0.022173703703703706
16.8 0.7439936213533278 0.022173703703703706
17.0 0.7439936213533278 0.022173703703703706
17.2 0.7439936213533278 0.022173703703703706
17.400000000000002 0.7439936213533278 0.022173703703703706
17.6 0.7439936213533278 0.022173703703703706
17.8 0.7439936213533278 0.022173703703703706
